threshold,VP,VN,FP,FN,TPR,S,FPR,FNR,TNR,E
0.128894,838,1463,97,592,0.586013986013986,0.586013986013986,0.06217948717948718,0.413986013986014,0.9378205128205128,0.9378205128205128
0.128942,837,1463,97,593,0.5853146853146853,0.5853146853146853,0.06217948717948718,0.41468531468531467,0.9378205128205128,0.9378205128205128
0.129386,836,1463,97,594,0.5846153846153846,0.5846153846153846,0.06217948717948718,0.4153846153846154,0.9378205128205128,0.9378205128205128
0.129568,835,1463,97,595,0.583916083916084,0.583916083916084,0.06217948717948718,0.4160839160839161,0.9378205128205128,0.9378205128205128
0.129647,834,1463,97,596,0.5832167832167832,0.5832167832167832,0.06217948717948718,0.4167832167832168,0.9378205128205128,0.9378205128205128
0.129673,833,1463,97,597,0.5825174825174825,0.5825174825174825,0.06217948717948718,0.41748251748251747,0.9378205128205128,0.9378205128205128
0.130252,832,1463,97,598,0.5818181818181818,0.5818181818181818,0.06217948717948718,0.41818181818181815,0.9378205128205128,0.9378205128205128
0.130687,831,1463,97,599,0.5811188811188811,0.5811188811188811,0.06217948717948718,0.4188811188811189,0.9378205128205128,0.9378205128205128
0.13082,830,1463,97,600,0.5804195804195804,0.5804195804195804,0.06217948717948718,0.4195804195804196,0.9378205128205128,0.9378205128205128
0.1311,829,1463,97,601,0.5797202797202797,0.5797202797202797,0.06217948717948718,0.42027972027972027,0.9378205128205128,0.9378205128205128
0.131258,828,1463,97,602,0.579020979020979,0.579020979020979,0.06217948717948718,0.42097902097902096,0.9378205128205128,0.9378205128205128
0.13138,828,1464,96,602,0.579020979020979,0.579020979020979,0.06153846153846154,0.42097902097902096,0.9384615384615385,0.9384615384615385
0.131714,828,1465,95,602,0.579020979020979,0.579020979020979,0.060897435897435896,0.42097902097902096,0.9391025641025641,0.9391025641025641
0.13188,828,1466,94,602,0.579020979020979,0.579020979020979,0.06025641025641026,0.42097902097902096,0.9397435897435897,0.9397435897435897
0.132675,827,1466,94,603,0.5783216783216784,0.5783216783216784,0.06025641025641026,0.4216783216783217,0.9397435897435897,0.9397435897435897
0.132804,826,1466,94,604,0.5776223776223777,0.5776223776223777,0.06025641025641026,0.4223776223776224,0.9397435897435897,0.9397435897435897
0.133163,825,1466,94,605,0.5769230769230769,0.5769230769230769,0.06025641025641026,0.4230769230769231,0.9397435897435897,0.9397435897435897
0.133247,824,1466,94,606,0.5762237762237762,0.5762237762237762,0.06025641025641026,0.42377622377622376,0.9397435897435897,0.9397435897435897
0.133795,823,1466,94,607,0.5755244755244755,0.5755244755244755,0.06025641025641026,0.4244755244755245,0.9397435897435897,0.9397435897435897
0.134034,822,1466,94,608,0.5748251748251748,0.5748251748251748,0.06025641025641026,0.4251748251748252,0.9397435897435897,0.9397435897435897
0.134553,821,1466,94,609,0.5741258741258741,0.5741258741258741,0.06025641025641026,0.4258741258741259,0.9397435897435897,0.9397435897435897
0.134689,820,1466,94,610,0.5734265734265734,0.5734265734265734,0.06025641025641026,0.42657342657342656,0.9397435897435897,0.9397435897435897
0.134752,820,1467,93,610,0.5734265734265734,0.5734265734265734,0.05961538461538462,0.42657342657342656,0.9403846153846154,0.9403846153846154
0.13486,820,1468,92,610,0.5734265734265734,0.5734265734265734,0.05897435897435897,0.42657342657342656,0.941025641025641,0.941025641025641
0.135301,819,1468,92,611,0.5727272727272728,0.5727272727272728,0.05897435897435897,0.42727272727272725,0.941025641025641,0.941025641025641
0.135593,819,1469,91,611,0.5727272727272728,0.5727272727272728,0.058333333333333334,0.42727272727272725,0.9416666666666667,0.9416666666666667
0.135849,819,1470,90,611,0.5727272727272728,0.5727272727272728,0.057692307692307696,0.42727272727272725,0.9423076923076923,0.9423076923076923
0.136139,818,1470,90,612,0.5720279720279721,0.5720279720279721,0.057692307692307696,0.427972027972028,0.9423076923076923,0.9423076923076923
0.136364,817,1470,90,613,0.5713286713286714,0.5713286713286714,0.057692307692307696,0.4286713286713287,0.9423076923076923,0.9423076923076923
0.137019,816,1470,90,614,0.5706293706293706,0.5706293706293706,0.057692307692307696,0.42937062937062936,0.9423076923076923,0.9423076923076923
0.137168,815,1470,90,615,0.5699300699300699,0.5699300699300699,0.057692307692307696,0.43006993006993005,0.9423076923076923,0.9423076923076923
0.137192,814,1470,90,616,0.5692307692307692,0.5692307692307692,0.057692307692307696,0.4307692307692308,0.9423076923076923,0.9423076923076923
0.137357,814,1471,89,616,0.5692307692307692,0.5692307692307692,0.05705128205128205,0.4307692307692308,0.9429487179487179,0.9429487179487179
0.137384,814,1472,88,616,0.5692307692307692,0.5692307692307692,0.05641025641025641,0.4307692307692308,0.9435897435897436,0.9435897435897436
